,Site Name,counts,latitude,longitude
106,Louisiana Pacific Corp. - Statesboro,1,32.41972,-81.80417
107,"STSE, Inc.",1,31.17472,-81.49111
108,CSXT Depriest Signal Shop,1,32.06833,-81.085
109,Washington Manufacturing Company,1,32.9425,-82.805
110,"Tronox/Kerr McGee Pigments, Inc. (Former)",1,32.08222,-81.02583
111,"Hercules, Inc.",1,32.08806,-81.14778
112,Manchester Tank Company,1,34.01194,-85.27694
113,"Polymer Specialties, Inc.",1,34.98111,-85.435
114,"Amrep, Inc. - Marietta",1,33.97583,-84.53944
115,Chase Road Property,1,34.51778,-83.51194
116,Square D Company (Former),1,33.79278,-84.43
117,"Thomas & Co., Inc.",1,33.26667,-84.25889
